album_id,album_name,track_id,track_name,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,id_num,key_lettername,mode_translated,combined_key,duration_minutes
7mzrIsaAjnXihW3InKjlC3,Taylor Swift,15DeqWWQB4dcEWzJg15VrN,Our Song,10/24/2006,0.543,0.686,2,-4.751,1,0.0357,0.114,0,0.335,0.555,177.874,audio_features,15DeqWWQB4dcEWzJg15VrN,spotify:track:15DeqWWQB4dcEWzJg15VrN,https://api.spotify.com/v1/tracks/15DeqWWQB4dcEWzJg15VrN,https://api.spotify.com/v1/audio-analysis/15DeqWWQB4dcEWzJg15VrN,201107,4,11,D,Major,D Major,0:03:21
7mzrIsaAjnXihW3InKjlC3,Taylor Swift,0JIdBrXGSJXS72zjF9ss9u,I'm Only Me When I'm With You,10/24/2006,0.544,0.912,8,-3.612,1,0.0738,0.00543,0.000715,0.0976,0.629,143.983,audio_features,0JIdBrXGSJXS72zjF9ss9u,spotify:track:0JIdBrXGSJXS72zjF9ss9u,https://api.spotify.com/v1/tracks/0JIdBrXGSJXS72zjF9ss9u,https://api.spotify.com/v1/audio-analysis/0JIdBrXGSJXS72zjF9ss9u,213053,4,12,Ab,Major,Ab Major,0:03:33
7mzrIsaAjnXihW3InKjlC3,Taylor Swift,5OOd01o2YS1QFwdpVLds3r,Invisible,10/24/2006,0.618,0.4,7,-5.485,1,0.0253,0.627,0,0.0943,0.189,96.052,audio_features,5OOd01o2YS1QFwdpVLds3r,spotify:track:5OOd01o2YS1QFwdpVLds3r,https://api.spotify.com/v1/tracks/5OOd01o2YS1QFwdpVLds3r,https://api.spotify.com/v1/audio-analysis/5OOd01o2YS1QFwdpVLds3r,203227,4,13,G,Major,G Major,0:03:23
7mzrIsaAjnXihW3InKjlC3,Taylor Swift,1spLfUJxtyVyiKKTegQ2r4,A Perfectly Good Heart,10/24/2006,0.477,0.735,4,-5.686,1,0.0346,0.00502,0,0.128,0.326,156.035,audio_features,1spLfUJxtyVyiKKTegQ2r4,spotify:track:1spLfUJxtyVyiKKTegQ2r4,https://api.spotify.com/v1/tracks/1spLfUJxtyVyiKKTegQ2r4,https://api.spotify.com/v1/audio-analysis/1spLfUJxtyVyiKKTegQ2r4,220147,4,14,D,Major,D Major,0:03:40
7mzrIsaAjnXihW3InKjlC3,Taylor Swift,4pJi1rVt9GNegU9kywjg4z,Teardrops on My Guitar - Pop Version,10/24/2006,0.647,0.762,10,-3.9,1,0.0337,0.0467,0,0.0883,0.54,100.021,audio_features,4pJi1rVt9GNegU9kywjg4z,spotify:track:4pJi1rVt9GNegU9kywjg4z,https://api.spotify.com/v1/tracks/4pJi1rVt9GNegU9kywjg4z,https://api.spotify.com/v1/audio-analysis/4pJi1rVt9GNegU9kywjg4z,179067,4,15,Bb,Major,Bb Major,0:02:59
2dqn5yOQWdyGwOpOIi9O4x,Fearless,6Eu31gddWw0gOGO506pJYA,Fearless,11/11/2008,0.594,0.712,5,-4.418,1,0.0273,0.04,0,0.309,0.476,99.972,audio_features,6Eu31gddWw0gOGO506pJYA,spotify:track:6Eu31gddWw0gOGO506pJYA,https://api.spotify.com/v1/tracks/6Eu31gddWw0gOGO506pJYA,https://api.spotify.com/v1/audio-analysis/6Eu31gddWw0gOGO506pJYA,241987,4,16,F,Major,F Major,0:04:02
2dqn5yOQWdyGwOpOIi9O4x,Fearless,4t0OI7XrODjSkAu3bTPmWj,Fifteen,11/11/2008,0.556,0.651,7,-4.396,1,0.0266,0.067,0,0.145,0.203,95.485,audio_features,4t0OI7XrODjSkAu3bTPmWj,spotify:track:4t0OI7XrODjSkAu3bTPmWj,https://api.spotify.com/v1/tracks/4t0OI7XrODjSkAu3bTPmWj,https://api.spotify.com/v1/audio-analysis/4t0OI7XrODjSkAu3bTPmWj,294333,4,17,G,Major,G Major,0:04:54
2dqn5yOQWdyGwOpOIi9O4x,Fearless,1vrd6UOGamcKNGnSHJQlSt,Love Story,11/11/2008,0.618,0.741,2,-3.95,1,0.031,0.17,0,0.0822,0.296,118.984,audio_features,1vrd6UOGamcKNGnSHJQlSt,spotify:track:1vrd6UOGamcKNGnSHJQlSt,https://api.spotify.com/v1/tracks/1vrd6UOGamcKNGnSHJQlSt,https://api.spotify.com/v1/audio-analysis/1vrd6UOGamcKNGnSHJQlSt,235267,4,18,D,Major,D Major,0:03:55
2dqn5yOQWdyGwOpOIi9O4x,Fearless,4WXzzCof26KJLTK5kK53dS,Hey Stephen,11/11/2008,0.841,0.544,6,-7.347,1,0.0309,0.194,2.48E-06,0.108,0.831,115.994,audio_features,4WXzzCof26KJLTK5kK53dS,spotify:track:4WXzzCof26KJLTK5kK53dS,https://api.spotify.com/v1/tracks/4WXzzCof26KJLTK5kK53dS,https://api.spotify.com/v1/audio-analysis/4WXzzCof26KJLTK5kK53dS,254307,4,19,Gb,Major,Gb Major,0:04:14
2dqn5yOQWdyGwOpOIi9O4x,Fearless,6wn61Fzx9XMxQmieLpoIhW,White Horse,11/11/2008,0.578,0.34,0,-8.027,1,0.0264,0.305,0,0.104,0.223,92.702,audio_features,6wn61Fzx9XMxQmieLpoIhW,spotify:track:6wn61Fzx9XMxQmieLpoIhW,https://api.spotify.com/v1/tracks/6wn61Fzx9XMxQmieLpoIhW,https://api.spotify.com/v1/audio-analysis/6wn61Fzx9XMxQmieLpoIhW,234427,4,20,C,Major,C Major,0:03:54
2dqn5yOQWdyGwOpOIi9O4x,Fearless,3GCL1PydwsLodcpv0Ll1ch,You Belong With Me,11/11/2008,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35E-05,0.114,0.443,129.964,audio_features,3GCL1PydwsLodcpv0Ll1ch,spotify:track:3GCL1PydwsLodcpv0Ll1ch,https://api.spotify.com/v1/tracks/3GCL1PydwsLodcpv0Ll1ch,https://api.spotify.com/v1/audio-analysis/3GCL1PydwsLodcpv0Ll1ch,231133,4,21,Gb,Major,Gb Major,0:03:51
2dqn5yOQWdyGwOpOIi9O4x,Fearless,49mWEy5MgtNujgT7xU3emT,Breathe,11/11/2008,0.505,0.482,1,-7.372,1,0.0276,0.379,0,0.113,0.184,73.975,audio_features,49mWEy5MgtNujgT7xU3emT,spotify:track:49mWEy5MgtNujgT7xU3emT,https://api.spotify.com/v1/tracks/49mWEy5MgtNujgT7xU3emT,https://api.spotify.com/v1/audio-analysis/49mWEy5MgtNujgT7xU3emT,263973,4,22,Db,Major,Db Major,0:04:24
2dqn5yOQWdyGwOpOIi9O4x,Fearless,3rnI1UCyGJvUTVvT97VQr5,Tell Me Why,11/11/2008,0.604,0.855,7,-3.097,1,0.038,0.0571,3.65E-06,0.343,0.51,99.96,audio_features,3rnI1UCyGJvUTVvT97VQr5,spotify:track:3rnI1UCyGJvUTVvT97VQr5,https://api.spotify.com/v1/tracks/3rnI1UCyGJvUTVvT97VQr5,https://api.spotify.com/v1/audio-analysis/3rnI1UCyGJvUTVvT97VQr5,200547,4,23,G,Major,G Major,0:03:21
2dqn5yOQWdyGwOpOIi9O4x,Fearless,0HmCuN0Z3OX1Qrz43FLOPL,You're Not Sorry,11/11/2008,0.475,0.452,6,-4.134,1,0.027,0.146,1.36E-06,0.108,0.276,133.959,audio_features,0HmCuN0Z3OX1Qrz43FLOPL,spotify:track:0HmCuN0Z3OX1Qrz43FLOPL,https://api.spotify.com/v1/tracks/0HmCuN0Z3OX1Qrz43FLOPL,https://api.spotify.com/v1/audio-analysis/0HmCuN0Z3OX1Qrz43FLOPL,261787,4,24,Gb,Major,Gb Major,0:04:22
2dqn5yOQWdyGwOpOIi9O4x,Fearless,5P4wWhUYWM0IaVYLuZxdar,The Way I Loved You,11/11/2008,0.433,0.7,5,-3.709,1,0.0336,0.0408,0,0.115,0.398,160.927,audio_features,5P4wWhUYWM0IaVYLuZxdar,spotify:track:5P4wWhUYWM0IaVYLuZxdar,https://api.spotify.com/v1/tracks/5P4wWhUYWM0IaVYLuZxdar,https://api.spotify.com/v1/audio-analysis/5P4wWhUYWM0IaVYLuZxdar,244227,4,25,F,Major,F Major,0:04:04
2dqn5yOQWdyGwOpOIi9O4x,Fearless,47HtKpfzpAt8rQjjXWotFj,Forever & Always,11/11/2008,0.608,0.821,10,-4.985,1,0.0576,0.0752,0,0.11,0.544,128.042,audio_features,47HtKpfzpAt8rQjjXWotFj,spotify:track:47HtKpfzpAt8rQjjXWotFj,https://api.spotify.com/v1/tracks/47HtKpfzpAt8rQjjXWotFj,https://api.spotify.com/v1/audio-analysis/47HtKpfzpAt8rQjjXWotFj,225320,4,26,Bb,Major,Bb Major,0:03:45
2dqn5yOQWdyGwOpOIi9O4x,Fearless,3esA216TyLHEkNiBCeCmcg,The Best Day,11/11/2008,0.666,0.434,1,-8.543,1,0.0289,0.647,1.95E-06,0.124,0.396,126.084,audio_features,3esA216TyLHEkNiBCeCmcg,spotify:track:3esA216TyLHEkNiBCeCmcg,https://api.spotify.com/v1/tracks/3esA216TyLHEkNiBCeCmcg,https://api.spotify.com/v1/audio-analysis/3esA216TyLHEkNiBCeCmcg,245333,4,27,Db,Major,Db Major,0:04:05
2dqn5yOQWdyGwOpOIi9O4x,Fearless,1yACRKAwlXWhXXFUSkvzhD,Change,11/11/2008,0.541,0.77,5,-4.17,1,0.0354,0.00408,0,0.117,0.215,96.013,audio_features,1yACRKAwlXWhXXFUSkvzhD,spotify:track:1yACRKAwlXWhXXFUSkvzhD,https://api.spotify.com/v1/tracks/1yACRKAwlXWhXXFUSkvzhD,https://api.spotify.com/v1/audio-analysis/1yACRKAwlXWhXXFUSkvzhD,280240,4,28,F,Major,F Major,0:04:40
7vzYp7FrKnTRoktBYsx9SF,The Taylor Swift Holiday Collection,2IprIjGNRlj3TfqUWCAo0C,Last Christmas,12/2/2008,0.702,0.77,5,-5.319,1,0.0372,0.31,0,0.149,0.685,116.009,audio_features,2IprIjGNRlj3TfqUWCAo0C,spotify:track:2IprIjGNRlj3TfqUWCAo0C,https://api.spotify.com/v1/tracks/2IprIjGNRlj3TfqUWCAo0C,https://api.spotify.com/v1/audio-analysis/2IprIjGNRlj3TfqUWCAo0C,208253,4,29,F,Major,F Major,0:03:28
7vzYp7FrKnTRoktBYsx9SF,The Taylor Swift Holiday Collection,1g09DZjQ7yBommCT6POY2n,Christmases When You Were Mine,12/2/2008,0.625,0.206,7,-12.568,1,0.0285,0.646,0,0.0915,0.392,79.466,audio_features,1g09DZjQ7yBommCT6POY2n,spotify:track:1g09DZjQ7yBommCT6POY2n,https://api.spotify.com/v1/tracks/1g09DZjQ7yBommCT6POY2n,https://api.spotify.com/v1/audio-analysis/1g09DZjQ7yBommCT6POY2n,184253,4,30,G,Major,G Major,0:03:04
7vzYp7FrKnTRoktBYsx9SF,The Taylor Swift Holiday Collection,71IScwIe7bcIlpnlkbKVQw,Santa Baby,12/2/2008,0.759,0.509,5,-6.593,1,0.0271,0.159,0,0.153,0.75,107.948,audio_features,71IScwIe7bcIlpnlkbKVQw,spotify:track:71IScwIe7bcIlpnlkbKVQw,https://api.spotify.com/v1/tracks/71IScwIe7bcIlpnlkbKVQw,https://api.spotify.com/v1/audio-analysis/71IScwIe7bcIlpnlkbKVQw,158600,4,31,F,Major,F Major,0:02:39
7vzYp7FrKnTRoktBYsx9SF,The Taylor Swift Holiday Collection,1cJkUN5LAotktryx2nPCr7,Silent Night,12/2/2008,0.423,0.311,7,-7.581,1,0.0319,0.621,0,0.0987,0.134,119.546,audio_features,1cJkUN5LAotktryx2nPCr7,spotify:track:1cJkUN5LAotktryx2nPCr7,https://api.spotify.com/v1/tracks/1cJkUN5LAotktryx2nPCr7,https://api.spotify.com/v1/audio-analysis/1cJkUN5LAotktryx2nPCr7,209893,3,32,G,Major,G Major,0:03:30
7vzYp7FrKnTRoktBYsx9SF,The Taylor Swift Holiday Collection,31JVjy3XWnh6C2zf4kLCXN,Christmas Must Be Something More,12/2/2008,0.689,0.793,7,-4.838,1,0.0356,0.298,0,0.107,0.506,122.879,audio_features,31JVjy3XWnh6C2zf4kLCXN,spotify:track:31JVjy3XWnh6C2zf4kLCXN,https://api.spotify.com/v1/tracks/31JVjy3XWnh6C2zf4kLCXN,https://api.spotify.com/v1/audio-analysis/31JVjy3XWnh6C2zf4kLCXN,232147,4,33,G,Major,G Major,0:03:52
7vzYp7FrKnTRoktBYsx9SF,The Taylor Swift Holiday Collection,7GZ3KDorsc1yWndEtzGTjf,White Christmas,12/2/2008,0.562,0.392,9,-9.014,1,0.0287,0.587,0,0.224,0.514,145.792,audio_features,7GZ3KDorsc1yWndEtzGTjf,spotify:track:7GZ3KDorsc1yWndEtzGTjf,https://api.spotify.com/v1/tracks/7GZ3KDorsc1yWndEtzGTjf,https://api.spotify.com/v1/audio-analysis/7GZ3KDorsc1yWndEtzGTjf,154000,4,34,A,Major,A Major,0:02:34
5EpMjweRD573ASl7uNiHym,Speak Now (Deluxe Edition),6LZaxlycSWrJZ4Volb25qx,Mine,10/25/2010,0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87E-06,0.189,0.658,121.07,audio_features,6LZaxlycSWrJZ4Volb25qx,spotify:track:6LZaxlycSWrJZ4Volb25qx,https://api.spotify.com/v1/tracks/6LZaxlycSWrJZ4Volb25qx,https://api.spotify.com/v1/audio-analysis/6LZaxlycSWrJZ4Volb25qx,230707,4,35,G,Major,G Major,0:03:51
5EpMjweRD573ASl7uNiHym,Speak Now (Deluxe Edition),1q8E1FfFuhd12c5JcJwPxQ,Sparks Fly,10/25/2010,0.605,0.787,5,-3.002,1,0.0308,0.0396,1.42E-06,0.163,0.374,114.987,audio_features,1q8E1FfFuhd12c5JcJwPxQ,spotify:track:1q8E1FfFuhd12c5JcJwPxQ,https://api.spotify.com/v1/tracks/1q8E1FfFuhd12c5JcJwPxQ,https://api.spotify.com/v1/audio-analysis/1q8E1FfFuhd12c5JcJwPxQ,260933,4,36,F,Major,F Major,0:04:21
5EpMjweRD573ASl7uNiHym,Speak Now (Deluxe Edition),7lxADouiWFkwR7ZV2GKUcH,Back To December,10/25/2010,0.529,0.67,2,-4.663,1,0.0303,0.117,0,0.334,0.286,141.893,audio_features,7lxADouiWFkwR7ZV2GKUcH,spotify:track:7lxADouiWFkwR7ZV2GKUcH,https://api.spotify.com/v1/tracks/7lxADouiWFkwR7ZV2GKUcH,https://api.spotify.com/v1/audio-analysis/7lxADouiWFkwR7ZV2GKUcH,293027,4,37,D,Major,D Major,0:04:53
5EpMjweRD573ASl7uNiHym,Speak Now (Deluxe Edition),1nYWTzy5zu3zEPNgB1sItW,Speak Now,10/25/2010,0.709,0.599,7,-3.734,1,0.0304,0.095,0,0.0973,0.735,118.975,audio_features,1nYWTzy5zu3zEPNgB1sItW,spotify:track:1nYWTzy5zu3zEPNgB1sItW,https://api.spotify.com/v1/tracks/1nYWTzy5zu3zEPNgB1sItW,https://api.spotify.com/v1/audio-analysis/1nYWTzy5zu3zEPNgB1sItW,240760,4,38,G,Major,G Major,0:04:01
5EpMjweRD573ASl7uNiHym,Speak Now (Deluxe Edition),1ubvV5ECkm6nSI6g1HmbBK,Dear John,10/25/2010,0.589,0.47,4,-5.32,1,0.028,0.166,1.45E-06,0.112,0.102,119.386,audio_features,1ubvV5ECkm6nSI6g1HmbBK,spotify:track:1ubvV5ECkm6nSI6g1HmbBK,https://api.spotify.com/v1/tracks/1ubvV5ECkm6nSI6g1HmbBK,https://api.spotify.com/v1/audio-analysis/1ubvV5ECkm6nSI6g1HmbBK,403920,3,39,D,Major,D Major,0:06:44
5EpMjweRD573ASl7uNiHym,Speak Now (Deluxe Edition),4N60XfcTE1ysLZGbYgnYXq,Mean,10/25/2010,0.568,0.761,4,-3.987,1,0.0459,0.452,0,0.217,0.789,163.974,audio_features,4N60XfcTE1ysLZGbYgnYXq,spotify:track:4N60XfcTE1ysLZGbYgnYXq,https://api.spotify.com/v1/tracks/4N60XfcTE1ysLZGbYgnYXq,https://api.spotify.com/v1/audio-analysis/4N60XfcTE1ysLZGbYgnYXq,237733,4,40,D,Major,D Major,0:03:58
5EpMjweRD573ASl7uNiHym,Speak Now (Deluxe Edition),19tHCfzUSoy5HkpxcmbA0A,The Story Of Us,10/25/2010,0.543,0.818,4,-3.611,1,0.0398,0.00478,0.000368,0.0357,0.683,139.898,audio_features,19tHCfzUSoy5HkpxcmbA0A,spotify:track:19tHCfzUSoy5HkpxcmbA0A,https://api.spotify.com/v1/tracks/19tHCfzUSoy5HkpxcmbA0A,https://api.spotify.com/v1/audio-analysis/19tHCfzUSoy5HkpxcmbA0A,265667,4,41,D,Major,D Major,0:04:26
5EpMjweRD573ASl7uNiHym,Speak Now (Deluxe Edition),74WBGgUnpKrJXt6TETfR6Z,Never Grow Up,10/25/2010,0.714,0.305,2,-8.837,1,0.0305,0.819,0,0.174,0.554,124.91,audio_features,74WBGgUnpKrJXt6TETfR6Z,spotify:track:74WBGgUnpKrJXt6TETfR6Z,https://api.spotify.com/v1/tracks/74WBGgUnpKrJXt6TETfR6Z,https://api.spotify.com/v1/audio-analysis/74WBGgUnpKrJXt6TETfR6Z,290467,4,42,D,Major,D Major,0:04:50
5EpMjweRD573ASl7uNiHym,Speak Now (Deluxe Edition),14LtANuaslKWyYbktUrHBU,Enchanted,10/25/2010,0.455,0.623,8,-3.878,1,0.0288,0.0739,0.000424,0.146,0.208,163.893,audio_features,14LtANuaslKWyYbktUrHBU,spotify:track:14LtANuaslKWyYbktUrHBU,https://api.spotify.com/v1/tracks/14LtANuaslKWyYbktUrHBU,https://api.spotify.com/v1/audio-analysis/14LtANuaslKWyYbktUrHBU,352187,4,43,Ab,Major,Ab Major,0:05:52
5EpMjweRD573ASl7uNiHym,Speak Now (Deluxe Edition),1By2VQkUN0Frd8mKNV5NYC,Better Than Revenge,10/25/2010,0.516,0.917,11,-3.186,0,0.0827,0.0139,6.37E-06,0.36,0.635,145.821,audio_features,1By2VQkUN0Frd8mKNV5NYC,spotify:track:1By2VQkUN0Frd8mKNV5NYC,https://api.spotify.com/v1/tracks/1By2VQkUN0Frd8mKNV5NYC,https://api.spotify.com/v1/audio-analysis/1By2VQkUN0Frd8mKNV5NYC,217160,4,44,B,minor,B minor,0:03:37
5EpMjweRD573ASl7uNiHym,Speak Now (Deluxe Edition),3kfgJql90tzgoxByioAMXR,Innocent,10/25/2010,0.552,0.608,1,-5.29,0,0.0259,0.186,0,0.125,0.17,134.05,audio_features,3kfgJql90tzgoxByioAMXR,spotify:track:3kfgJql90tzgoxByioAMXR,https://api.spotify.com/v1/tracks/3kfgJql90tzgoxByioAMXR,https://api.spotify.com/v1/audio-analysis/3kfgJql90tzgoxByioAMXR,302253,4,45,Db,minor,Db minor,0:05:02
5EpMjweRD573ASl7uNiHym,Speak Now (Deluxe Edition),11UaQaEp2LvdspTyyuE3ur,Haunted,10/25/2010,0.436,0.95,5,-2.627,1,0.057,0.0826,1.08E-06,0.149,0.352,162.088,audio_features,11UaQaEp2LvdspTyyuE3ur,spotify:track:11UaQaEp2LvdspTyyuE3ur,https://api.spotify.com/v1/tracks/11UaQaEp2LvdspTyyuE3ur,https://api.spotify.com/v1/audio-analysis/11UaQaEp2LvdspTyyuE3ur,242080,4,46,F,Major,F Major,0:04:02
5EpMjweRD573ASl7uNiHym,Speak Now (Deluxe Edition),1D27z8xNzjW0Mwwt1NCWhJ,Last Kiss,10/25/2010,0.371,0.341,10,-9.475,1,0.0319,0.57,3.09E-05,0.101,0.196,89.038,audio_features,1D27z8xNzjW0Mwwt1NCWhJ,spotify:track:1D27z8xNzjW0Mwwt1NCWhJ,https://api.spotify.com/v1/tracks/1D27z8xNzjW0Mwwt1NCWhJ,https://api.spotify.com/v1/audio-analysis/1D27z8xNzjW0Mwwt1NCWhJ,367133,1,47,Bb,Major,Bb Major,0:06:07
5EpMjweRD573ASl7uNiHym,Speak Now (Deluxe Edition),7DjCRhhFo9PPzca1BjMLcf,Long Live,10/25/2010,0.418,0.68,7,-4.3,1,0.0347,0.036,7.59E-05,0.114,0.142,204.12,audio_features,7DjCRhhFo9PPzca1BjMLcf,spotify:track:7DjCRhhFo9PPzca1BjMLcf,https://api.spotify.com/v1/tracks/7DjCRhhFo9PPzca1BjMLcf,https://api.spotify.com/v1/audio-analysis/7DjCRhhFo9PPzca1BjMLcf,317453,4,48,G,Major,G Major,0:05:17
5EpMjweRD573ASl7uNiHym,Speak Now (Deluxe Edition),1EQn3Uc5AyUXoiPLeyCrrg,Ours,10/25/2010,0.608,0.569,0,-7.227,1,0.0284,0.537,0,0.097,0.238,159.845,audio_features,1EQn3Uc5AyUXoiPLeyCrrg,spotify:track:1EQn3Uc5AyUXoiPLeyCrrg,https://api.spotify.com/v1/tracks/1EQn3Uc5AyUXoiPLeyCrrg,https://api.spotify.com/v1/audio-analysis/1EQn3Uc5AyUXoiPLeyCrrg,237920,4,49,C,Major,C Major,0:03:58
5EpMjweRD573ASl7uNiHym,Speak Now (Deluxe Edition),0vvt4IZOMkRug195S4MUq0,If This Was A Movie,10/25/2010,0.511,0.719,4,-3.457,1,0.0265,0.166,4.54E-06,0.34,0.289,147.852,audio_features,0vvt4IZOMkRug195S4MUq0,spotify:track:0vvt4IZOMkRug195S4MUq0,https://api.spotify.com/v1/tracks/0vvt4IZOMkRug195S4MUq0,https://api.spotify.com/v1/audio-analysis/0vvt4IZOMkRug195S4MUq0,234547,4,50,D,Major,D Major,0:03:55
5EpMjweRD573ASl7uNiHym,Speak Now (Deluxe Edition),2R7C9dDqv1UPycvepBFziA,Superman,10/25/2010,0.582,0.765,7,-3.648,1,0.0324,0.0268,1.95E-06,0.103,0.559,131.982,audio_features,2R7C9dDqv1UPycvepBFziA,spotify:track:2R7C9dDqv1UPycvepBFziA,https://api.spotify.com/v1/tracks/2R7C9dDqv1UPycvepBFziA,https://api.spotify.com/v1/audio-analysis/2R7C9dDqv1UPycvepBFziA,275960,4,51,G,Major,G Major,0:04:36
